step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017063113903926664,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.00459215530597694,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0036964836567087446,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017063113903926664,ensemble_step,,,,0.017063113903926664,,
1,0.5,,,,,,0.017244114951645798,ensemble_step,,,,0.017244114951645798,,
2,0.3333333333333333,,,,,,0.017355193794598107,ensemble_step,,,,0.017355193794598107,,
3,0.25,,,,,,0.014476463529187945,ensemble_step,,,,0.014476463529187945,,
4,0.2,,,,,,0.011970512132398498,ensemble_step,,,,0.011970512132398498,,
5,0.16666666666666663,,,,,,0.00810409582241591,ensemble_step,,,,0.00810409582241591,,
6,0.14285714285714288,,,,,,0.006422314741836897,ensemble_step,,,,0.006422314741836897,,
7,0.125,,,,,,0.005675679529610857,ensemble_step,,,,0.005675679529610857,,
8,0.11111111111111108,,,,,,0.00459215530597694,ensemble_step,,,,0.00459215530597694,,
