step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,12.56067432329438,nan,nan,0.7052468940331011,0.6671775863032599,17.896076103248745,11.548129489744651,0.05225312151014805,baseline,nan,nan,nan,0.05038213805002137,0.8119726502647143,0.7602221366937385,nan
-4,nan,,1.6583954951844215,nan,nan,0.3739856628062717,0.24099249425302513,4.612681782748257,0.23785869066153945,0.0003582201898097992,ensemble_final,nan,nan,nan,nan,0.3238198238498676,0.2145253914293348,nan
-5,nan,,1.00208285876397,nan,nan,0.3657070751015982,0.2231131918450157,4.55091395093098,0.21469195896395288,-4.470348358154297e-05,ensemble_fcfw,nan,nan,nan,nan,0.3020517666316465,0.1900663157990305,nan
0,True,1.0,,,,,,,,0.0532747678764629,ensemble_step,,,,0.0532747678764629,,,
1,True,0.5,,,,,,,,0.0382867395532602,ensemble_step,,,,0.0382867395532602,,,
2,True,0.3333333333333333,,,,,,,,0.02965185487537501,ensemble_step,,,,0.02965185487537501,,,
3,True,0.25,,,,,,,,0.014506082281854373,ensemble_step,,,,0.014506082281854373,,,
4,True,0.2,,,,,,,,0.005459519188296926,ensemble_step,,,,0.005459519188296926,,,
5,True,0.16666666666666663,,,,,,,,0.0028286888711082855,ensemble_step,,,,0.0028286888711082855,,,
6,False,0.14285714285714288,,,,,,,,0.0040233666655606765,ensemble_step,,,,0.0040233666655606765,,,
7,True,0.125,,,,,,,,0.0017753189100024186,ensemble_step,,,,0.0017753189100024186,,,
8,False,0.11111111111111108,,,,,,,,0.003009500071315542,ensemble_step,,,,0.003009500071315542,,,
9,True,0.10000000000000003,,,,,,,,0.0008543996505121915,ensemble_step,,,,0.0008543996505121915,,,
