step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.06370869953427086,baseline,,,,,,,
-4,nan,,1.7221834600452068,nan,nan,0.5505244674710031,0.37348038408823364,9.289694189408333,0.6587111877961956,0.0030941367149353027,ensemble_final,nan,nan,nan,nan,0.541160001455227,0.37640366475141274,nan
-5,nan,,0.9193025331545343,nan,nan,0.527056835843402,0.34929095861829845,8.99072858991987,0.6426767543333516,-2.518296241760254e-05,ensemble_fcfw,nan,nan,nan,nan,0.5361793875296741,0.3665071291464694,nan
0,True,1.0,,,,,,,,0.06370869953427086,ensemble_step,,,,0.06370869953427086,,,
1,True,0.25,,,,,,,,0.0270733122421076,ensemble_step,,,,0.0270733122421076,,,
2,True,0.16666666666666666,,,,,,,,0.020443882421106105,ensemble_step,,,,0.020443882421106105,,,
3,True,0.125,,,,,,,,0.01482810537905209,ensemble_step,,,,0.01482810537905209,,,
4,True,0.1,,,,,,,,0.011490095704542694,ensemble_step,,,,0.011490095704542694,,,
5,True,0.08333333333333333,,,,,,,,0.01018133789072656,ensemble_step,,,,0.01018133789072656,,,
6,True,0.07142857142857142,,,,,,,,0.005075632527595242,ensemble_step,,,,0.005075632527595242,,,
7,False,0.06250000000000001,,,,,,,,0.005385438457745251,ensemble_step,,,,0.005385438457745251,,,
8,True,0.05555555555555554,,,,,,,,0.00280368327993763,ensemble_step,,,,0.00280368327993763,,,
9,False,0.05,,,,,,,,0.0029408442526654144,ensemble_step,,,,0.0029408442526654144,,,
