step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.00961183638157193,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004361388478288683,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.003774715302353566,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.00961183638157193,ensemble_step,,,,0.00961183638157193,,
1,0.5,,,,,,0.00994149405958465,ensemble_step,,,,0.00994149405958465,,
2,0.3333333333333333,,,,,,0.009971377719971206,ensemble_step,,,,0.009971377719971206,,
3,0.25,,,,,,0.009794248995307923,ensemble_step,,,,0.009794248995307923,,
4,0.2,,,,,,0.006310890107838383,ensemble_step,,,,0.006310890107838383,,
5,0.16666666666666663,,,,,,0.0048403982491265415,ensemble_step,,,,0.0048403982491265415,,
6,0.14285714285714288,,,,,,0.004361388478288683,ensemble_step,,,,0.004361388478288683,,
