step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017114826180460847,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.0041946284806956904,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0028361005353082177,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017114826180460847,ensemble_step,,,,0.017114826180460847,,
1,0.5,,,,,,0.017501357224134217,ensemble_step,,,,0.017501357224134217,,
2,0.3333333333333333,,,,,,0.01746423674921029,ensemble_step,,,,0.01746423674921029,,
3,0.25,,,,,,0.014514151046741135,ensemble_step,,,,0.014514151046741135,,
4,0.2,,,,,,0.011993743351852035,ensemble_step,,,,0.011993743351852035,,
5,0.16666666666666663,,,,,,0.008151477838063704,ensemble_step,,,,0.008151477838063704,,
6,0.14285714285714288,,,,,,0.006299346316493066,ensemble_step,,,,0.006299346316493066,,
7,0.125,,,,,,0.005540583529638844,ensemble_step,,,,0.005540583529638844,,
8,0.11111111111111108,,,,,,0.004654090377565697,ensemble_step,,,,0.004654090377565697,,
9,0.10000000000000003,,,,,,0.0041946284806956904,ensemble_step,,,,0.0041946284806956904,,
