step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,11.707357566723596,nan,nan,0.8240810590182635,0.6949881871255729,21.92423491160415,3.7009050032249906,0.05602885658542315,baseline,nan,nan,nan,0.05591519263610119,0.9900115515719029,0.8356943032482718,nan
-4,nan,,1.237944798184299,nan,nan,0.553940028496711,0.1791121529883321,8.594692364467864,0.1291375842238173,0.0012157733241717021,ensemble_final,nan,nan,nan,nan,0.5362452150734853,0.16198157577388156,nan
-5,nan,,0.5697083795328405,nan,nan,0.5237366635431753,0.15653631151942174,8.04199915313906,0.10785531715978891,-0.0005859484275182089,ensemble_fcfw,nan,nan,nan,nan,0.5019815024933917,0.15306943951072702,nan
0,True,1.0,,,,,,,,0.05841660552954969,ensemble_step,,,,0.05841660552954969,,,
1,False,0.5,,,,,,,,0.08150182090288804,ensemble_step,,,,0.08150182090288804,,,
2,True,0.3333333333333333,,,,,,,,0.008640473612127617,ensemble_step,,,,0.008640473612127617,,,
3,True,0.25,,,,,,,,0.005132306636806683,ensemble_step,,,,0.005132306636806683,,,
4,True,0.2,,,,,,,,0.0009669042773241149,ensemble_step,,,,0.0009669042773241149,,,
5,False,0.16666666666666663,,,,,,,,0.003740204617579792,ensemble_step,,,,0.003740204617579792,,,
6,True,0.14285714285714288,,,,,,,,0.000412104315587659,ensemble_step,,,,0.000412104315587659,,,
7,False,0.125,,,,,,,,0.0014972777858407147,ensemble_step,,,,0.0014972777858407147,,,
8,True,0.11111111111111108,,,,,,,,0.00030675246455387495,ensemble_step,,,,0.00030675246455387495,,,
9,False,0.10000000000000003,,,,,,,,0.0009931916786260532,ensemble_step,,,,0.0009931916786260532,,,
