step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.03336367855338185,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004951489076600428,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0026789408356524633,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.03336367855338185,ensemble_step,,,,0.03336367855338185,,
1,0.5,,,,,,0.03312374012758002,ensemble_step,,,,0.03312374012758002,,
2,0.3333333333333333,,,,,,0.0215319656742351,ensemble_step,,,,0.0215319656742351,,
3,0.25,,,,,,0.015621448321650551,ensemble_step,,,,0.015621448321650551,,
4,0.2,,,,,,0.011805702758094292,ensemble_step,,,,0.011805702758094292,,
5,0.16666666666666663,,,,,,0.009405850284328764,ensemble_step,,,,0.009405850284328764,,
6,0.14285714285714288,,,,,,0.006506667774642772,ensemble_step,,,,0.006506667774642772,,
7,0.125,,,,,,0.004951489076600428,ensemble_step,,,,0.004951489076600428,,
