step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.01066697963412705,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.003917858108589967,ensemble_final,nan,nan,nan,0.005495919209948796,0.004194156022890139,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.0030285504991568735,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.01066697963412705,ensemble_step,,,,,,0.01066697963412705,,
1,True,0.375,,,,,,0.010307660551304526,ensemble_step,,,,,,0.010307660551304526,,
2,False,0.25,,,,,,0.010325810466086938,ensemble_step,,,,,,0.010325810466086938,,
3,True,0.1875,,,,,,0.008665190091485087,ensemble_step,,,,,,0.008665190091485087,,
4,True,0.15000000000000002,,,,,,0.006606683714883266,ensemble_step,,,,,,0.006606683714883266,,
5,True,0.12499999999999997,,,,,,0.006168817100593776,ensemble_step,,,,,,0.006168817100593776,,
6,True,0.10714285714285715,,,,,,0.005199642350737943,ensemble_step,,,,,,0.005199642350737943,,
7,True,0.09374999999999999,,,,,,0.004729011204518685,ensemble_step,,,,,,0.004729011204518685,,
8,True,0.08333333333333334,,,,,,0.004318584726711983,ensemble_step,,,,,,0.004318584726711983,,
9,True,0.075,,,,,,0.003917858108589967,ensemble_step,,,,,,0.003917858108589967,,
