step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.033347166475853514,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004138229434170334,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0021567679791636377,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.033347166475853514,ensemble_step,,,,0.033347166475853514,,
1,0.5,,,,,,0.03368332430401997,ensemble_step,,,,0.03368332430401997,,
2,0.3333333333333333,,,,,,0.03038340833565926,ensemble_step,,,,0.03038340833565926,,
3,0.25,,,,,,0.013713748227303863,ensemble_step,,,,0.013713748227303863,,
4,0.2,,,,,,0.011232251548203199,ensemble_step,,,,0.011232251548203199,,
5,0.16666666666666663,,,,,,0.008513385336141299,ensemble_step,,,,0.008513385336141299,,
6,0.14285714285714288,,,,,,0.008503878039550732,ensemble_step,,,,0.008503878039550732,,
7,0.125,,,,,,0.005797963194392314,ensemble_step,,,,0.005797963194392314,,
8,0.11111111111111108,,,,,,0.005059488134489199,ensemble_step,,,,0.005059488134489199,,
9,0.10000000000000003,,,,,,0.004138229434170334,ensemble_step,,,,0.004138229434170334,,
