step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.02160993468617739,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.004521759549773963,ensemble_final,nan,nan,nan,0.005214649128658044,0.0031802147709939776,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.0030980321932040367,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.02160993468617739,ensemble_step,,,,,,0.02160993468617739,,
1,True,0.375,,,,,,0.020302580107136953,ensemble_step,,,,,,0.020302580107136953,,
2,True,0.25,,,,,,0.014692156639693199,ensemble_step,,,,,,0.014692156639693199,,
3,True,0.1875,,,,,,0.008619715447566678,ensemble_step,,,,,,0.008619715447566678,,
4,True,0.15000000000000002,,,,,,0.00857670117276113,ensemble_step,,,,,,0.00857670117276113,,
5,True,0.12499999999999997,,,,,,0.007973449266797772,ensemble_step,,,,,,0.007973449266797772,,
6,True,0.10714285714285715,,,,,,0.006839712104597551,ensemble_step,,,,,,0.006839712104597551,,
7,True,0.09374999999999999,,,,,,0.005726911436820192,ensemble_step,,,,,,0.005726911436820192,,
8,True,0.08333333333333334,,,,,,0.005210155726348781,ensemble_step,,,,,,0.005210155726348781,,
9,True,0.075,,,,,,0.004521759549773963,ensemble_step,,,,,,0.004521759549773963,,
