step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.009577551980147146,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004560679119036022,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0037396945427649853,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.009577551980147146,ensemble_step,,,,0.009577551980147146,,
1,0.5,,,,,,0.00985636263101234,ensemble_step,,,,0.00985636263101234,,
2,0.3333333333333333,,,,,,0.009940208612807418,ensemble_step,,,,0.009940208612807418,,
3,0.25,,,,,,0.009889926195603931,ensemble_step,,,,0.009889926195603931,,
4,0.2,,,,,,0.0065729852618564705,ensemble_step,,,,0.0065729852618564705,,
5,0.16666666666666663,,,,,,0.00482831358628593,ensemble_step,,,,0.00482831358628593,,
6,0.14285714285714288,,,,,,0.004353832907819744,ensemble_step,,,,0.004353832907819744,,
7,0.125,,,,,,0.004618590907698544,ensemble_step,,,,0.004618590907698544,,
8,0.11111111111111108,,,,,,0.004560679119036022,ensemble_step,,,,0.004560679119036022,,
