step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.033650879836437726,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.0365344951655163,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.032391723044374536,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.033650879836437726,ensemble_step,,,,0.033650879836437726,,
1,0.5,,,,,,0.037949637337781325,ensemble_step,,,,0.037949637337781325,,
2,0.3333333333333333,,,,,,0.03879467488414942,ensemble_step,,,,0.03879467488414942,,
3,0.25,,,,,,0.038169387329020206,ensemble_step,,,,0.038169387329020206,,
4,0.2,,,,,,0.03710717119826773,ensemble_step,,,,0.03710717119826773,,
5,0.16666666666666663,,,,,,0.03560981528032906,ensemble_step,,,,0.03560981528032906,,
6,0.14285714285714288,,,,,,0.036226006025657335,ensemble_step,,,,0.036226006025657335,,
7,0.125,,,,,,0.03606771269905975,ensemble_step,,,,0.03606771269905975,,
8,0.11111111111111108,,,,,,0.0365344951655163,ensemble_step,,,,0.0365344951655163,,
