step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.03077642614066578,baseline,,,,,,,
-4,nan,,1.8245539054749664,nan,nan,0.5706438909457985,0.36259390392409396,9.31814011161677,0.5460927587775324,0.0020076719423135123,ensemble_final,nan,nan,nan,nan,0.5815836983820297,0.357690022885695,nan
-5,nan,,0.7162905162683644,nan,nan,0.5297582880277298,0.3069733150252658,8.941865088273662,0.44570132524051675,-3.649666905403137e-05,ensemble_fcfw,nan,nan,nan,nan,0.525365487380997,0.30789709964514833,nan
0,True,1.0,,,,,,,,0.03077642614066578,ensemble_step,,,,0.03077642614066578,,,
1,False,0.35907059500659866,,,,,,,,0.034156530885228326,ensemble_step,,,,0.034156530885228326,,,
2,True,0.26420304899971386,,,,,,,,0.020535679719208822,ensemble_step,,,,0.020535679719208822,,,
3,True,0.2089878277138799,,,,,,,,0.012142885291909008,ensemble_step,,,,0.012142885291909008,,,
4,True,0.17286181293409938,,,,,,,,0.007270118040096166,ensemble_step,,,,0.007270118040096166,,,
5,True,0.14738463732710183,,,,,,,,0.006043367390892715,ensemble_step,,,,0.006043367390892715,,,
6,True,0.12845268494307435,,,,,,,,0.004188684138707806,ensemble_step,,,,0.004188684138707806,,,
7,True,0.11383081156792518,,,,,,,,0.002879947963240885,ensemble_step,,,,0.002879947963240885,,,
8,True,0.10219757829080613,,,,,,,,0.00237613089274049,ensemble_step,,,,0.00237613089274049,,,
9,True,0.09272165018660761,,,,,,,,0.0021640114097200504,ensemble_step,,,,0.0021640114097200504,,,
