step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.01705491621111685,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004428660546857008,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0032211976269775917,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.01705491621111685,ensemble_step,,,,0.01705491621111685,,
1,0.5,,,,,,0.01724666088150215,ensemble_step,,,,0.01724666088150215,,
2,0.3333333333333333,,,,,,0.01735794192014812,ensemble_step,,,,0.01735794192014812,,
3,0.25,,,,,,0.014459493406910835,ensemble_step,,,,0.014459493406910835,,
4,0.2,,,,,,0.011983998695550018,ensemble_step,,,,0.011983998695550018,,
5,0.16666666666666663,,,,,,0.008131998379114899,ensemble_step,,,,0.008131998379114899,,
6,0.14285714285714288,,,,,,0.006364947915010788,ensemble_step,,,,0.006364947915010788,,
7,0.125,,,,,,0.005635471137081976,ensemble_step,,,,0.005635471137081976,,
8,0.11111111111111108,,,,,,0.004442659558339592,ensemble_step,,,,0.004442659558339592,,
9,0.10000000000000003,,,,,,0.004428660546857008,ensemble_step,,,,0.004428660546857008,,
