step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,-0.00019805364412012194,baseline,,,,,,,
-4,nan,,4.644184358625385,nan,nan,0.4875174177355752,0.41317761226970756,4.759503890950987,0.6137335463215178,0.012495914474129677,ensemble_final,nan,nan,nan,nan,0.4681518561239485,0.40001590716417146,nan
-5,nan,,0.670924581517651,nan,nan,0.3083392103148104,0.14953639700692903,3.1036306392667807,0.14547306738623186,0.0003123469650745392,ensemble_fcfw,nan,nan,nan,nan,0.2546106980230023,0.1054417280716039,nan
0,True,1.0,,,,,,,,-0.00019805364412012194,ensemble_step,,,,-0.00019805364412012194,,,
1,False,0.125,,,,,,,,0.001395695530068592,ensemble_step,,,,0.001395695530068592,,,
2,False,0.08333333333333333,,,,,,,,0.003664614946994195,ensemble_step,,,,0.003664614946994195,,,
3,False,0.06250000000000001,,,,,,,,0.005802957999381929,ensemble_step,,,,0.005802957999381929,,,
4,False,0.05,,,,,,,,0.007725357531645143,ensemble_step,,,,0.007725357531645143,,,
5,False,0.04166666666666666,,,,,,,,0.009436121579061853,ensemble_step,,,,0.009436121579061853,,,
6,False,0.03571428571428572,,,,,,,,0.010959978441074686,ensemble_step,,,,0.010959978441074686,,,
7,False,0.03125,,,,,,,,0.012327677962151676,ensemble_step,,,,0.012327677962151676,,,
8,False,0.027777777777777776,,,,,,,,0.013558501388363488,ensemble_step,,,,0.013558501388363488,,,
9,False,0.025,,,,,,,,0.014698821378026881,ensemble_step,,,,0.014698821378026881,,,
