step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.009572640789181094,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.012708367584424252,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.008014026577605462,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.009572640789181094,ensemble_step,,,,0.009572640789181094,,
1,0.5,,,,,,0.023309616829440657,ensemble_step,,,,0.023309616829440657,,
2,0.3333333333333333,,,,,,0.013389139147881117,ensemble_step,,,,0.013389139147881117,,
3,0.25,,,,,,0.011338372881947218,ensemble_step,,,,0.011338372881947218,,
4,0.2,,,,,,0.013456781638610025,ensemble_step,,,,0.013456781638610025,,
5,0.16666666666666663,,,,,,0.012770053712824478,ensemble_step,,,,0.012770053712824478,,
6,0.14285714285714288,,,,,,0.013352916530382385,ensemble_step,,,,0.013352916530382385,,
7,0.125,,,,,,0.014375521649660142,ensemble_step,,,,0.014375521649660142,,
8,0.11111111111111108,,,,,,0.015483862328075337,ensemble_step,,,,0.015483862328075337,,
9,0.10000000000000003,,,,,,0.012708367584424252,ensemble_step,,,,0.012708367584424252,,
