step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017116740836392707,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.006390418287189043,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.004330988097345363,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017116740836392707,ensemble_step,,,,0.017116740836392707,,
1,0.5,,,,,,0.017576982502977373,ensemble_step,,,,0.017576982502977373,,
2,0.3333333333333333,,,,,,0.017576512599469397,ensemble_step,,,,0.017576512599469397,,
3,0.25,,,,,,0.014849660094365938,ensemble_step,,,,0.014849660094365938,,
4,0.2,,,,,,0.012003888012898473,ensemble_step,,,,0.012003888012898473,,
5,0.16666666666666663,,,,,,0.00827721021805068,ensemble_step,,,,0.00827721021805068,,
6,0.14285714285714288,,,,,,0.006390418287189043,ensemble_step,,,,0.006390418287189043,,
