step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.009588097685113723,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004224707944963188,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0035345987467750198,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.009588097685113723,ensemble_step,,,,0.009588097685113723,,
1,0.5,,,,,,0.009956398155604632,ensemble_step,,,,0.009956398155604632,,
2,0.3333333333333333,,,,,,0.01001653747457206,ensemble_step,,,,0.01001653747457206,,
3,0.25,,,,,,0.009929942629380625,ensemble_step,,,,0.009929942629380625,,
4,0.2,,,,,,0.006403760628471536,ensemble_step,,,,0.006403760628471536,,
5,0.16666666666666663,,,,,,0.004859099330991987,ensemble_step,,,,0.004859099330991987,,
6,0.14285714285714288,,,,,,0.004342893831705976,ensemble_step,,,,0.004342893831705976,,
7,0.125,,,,,,0.004611725445818102,ensemble_step,,,,0.004611725445818102,,
8,0.11111111111111108,,,,,,0.004597273181506636,ensemble_step,,,,0.004597273181506636,,
9,0.10000000000000003,,,,,,0.004224707944963188,ensemble_step,,,,0.004224707944963188,,
