step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017120739110402825,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004996784116731136,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.003509944811262615,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017120739110402825,ensemble_step,,,,0.017120739110402825,,
1,0.5,,,,,,0.017683991328421977,ensemble_step,,,,0.017683991328421977,,
2,0.3333333333333333,,,,,,0.01758324560855362,ensemble_step,,,,0.01758324560855362,,
3,0.25,,,,,,0.015396644391830326,ensemble_step,,,,0.015396644391830326,,
4,0.2,,,,,,0.011759753980543358,ensemble_step,,,,0.011759753980543358,,
5,0.16666666666666663,,,,,,0.008117661702639577,ensemble_step,,,,0.008117661702639577,,
6,0.14285714285714288,,,,,,0.006978270391189353,ensemble_step,,,,0.006978270391189353,,
7,0.125,,,,,,0.006312545202839613,ensemble_step,,,,0.006312545202839613,,
8,0.11111111111111108,,,,,,0.005358201806795059,ensemble_step,,,,0.005358201806795059,,
9,0.10000000000000003,,,,,,0.004996784116731136,ensemble_step,,,,0.004996784116731136,,
