step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,3.8983788997458992,nan,nan,0.818491635368121,0.6900797678409716,19.887428418626687,4.315836208454474,0.004245743504725397,baseline,nan,nan,nan,0.004195479173119131,0.9813880772524549,0.8200880122887962,nan
-4,nan,,1.6604376032070614,nan,nan,0.7314491076984512,0.37381382485748355,15.701032924675324,0.5959394978534233,0.0007138819200918078,ensemble_final,nan,nan,nan,nan,0.8437956949915985,0.4042880352072081,nan
-5,nan,,1.1712515168246258,nan,nan,0.7135743359387166,0.35022858258030765,15.232610517155482,0.5251458640180727,0.0002827171701937914,ensemble_fcfw,nan,nan,nan,nan,0.8161885566840269,0.3766335293723303,nan
0,True,1.0,,,,,,,,0.004153901842206195,ensemble_step,,,,0.004153901842206195,,,
1,True,0.375,,,,,,,,0.0035392137141454358,ensemble_step,,,,0.0035392137141454358,,,
2,True,0.25,,,,,,,,0.0031759994350322915,ensemble_step,,,,0.0031759994350322915,,,
3,True,0.1875,,,,,,,,0.002920564717062662,ensemble_step,,,,0.002920564717062662,,,
4,True,0.15000000000000002,,,,,,,,0.002300321253624211,ensemble_step,,,,0.002300321253624211,,,
5,True,0.12499999999999997,,,,,,,,0.0019244615725104127,ensemble_step,,,,0.0019244615725104127,,,
6,True,0.10714285714285715,,,,,,,,0.0013539964499479666,ensemble_step,,,,0.0013539964499479666,,,
7,True,0.09374999999999999,,,,,,,,0.001099644161792041,ensemble_step,,,,0.001099644161792041,,,
8,True,0.08333333333333334,,,,,,,,0.0005634238654542881,ensemble_step,,,,0.0005634238654542881,,,
9,False,0.075,,,,,,,,0.0006557003923442868,ensemble_step,,,,0.0006557003923442868,,,
