step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.029235059779393294,baseline,,,,,,,
-4,nan,,0.7525582851177355,nan,nan,0.5203912002289718,0.20039600332492663,8.038591639998229,0.1999001531519527,-0.0005231797695159912,ensemble_final,nan,nan,nan,nan,0.502072218524021,0.18420423486217807,nan
-5,nan,,0.8367786317470463,nan,nan,0.5200172719943769,0.19516725532249415,8.05446601711003,0.19482338830100657,-0.00011259317398071289,ensemble_fcfw,nan,nan,nan,nan,0.5093896633749293,0.17826246570816695,nan
0,True,1.0,,,,,,,,0.029235059779393294,ensemble_step,,,,0.029235059779393294,,,
1,True,0.375,,,,,,,,0.004177661310666235,ensemble_step,,,,0.004177661310666235,,,
2,False,0.25,,,,,,,,0.006783766150707055,ensemble_step,,,,0.006783766150707055,,,
3,True,0.1875,,,,,,,,0.0007959786270615096,ensemble_step,,,,0.0007959786270615096,,,
4,True,0.15000000000000002,,,,,,,,0.0005592875853860282,ensemble_step,,,,0.0005592875853860282,,,
5,True,0.12499999999999997,,,,,,,,0.00028527270295594653,ensemble_step,,,,0.00028527270295594653,,,
6,True,0.10714285714285715,,,,,,,,0.00023106796326038265,ensemble_step,,,,0.00023106796326038265,,,
7,True,0.09374999999999999,,,,,,,,-9.427798674440518e-05,ensemble_step,,,,-9.427798674440518e-05,,,
8,False,0.08333333333333334,,,,,,,,-6.015884655701659e-05,ensemble_step,,,,-6.015884655701659e-05,,,
9,True,0.075,,,,,,,,-0.00016555278878161925,ensemble_step,,,,-0.00016555278878161925,,,
