step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.010401946522940714,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.006956119366568286,ensemble_final,nan,nan,nan,0.008869022169299634,0.00791921026768208,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.0061594962043923784,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.010401946522940714,ensemble_step,,,,,,0.010401946522940714,,
1,True,0.125,,,,,,0.010052188135282553,ensemble_step,,,,,,0.010052188135282553,,
2,True,0.08333333333333333,,,,,,0.009371882820227467,ensemble_step,,,,,,0.009371882820227467,,
3,True,0.06250000000000001,,,,,,0.007999275093791863,ensemble_step,,,,,,0.007999275093791863,,
4,True,0.05,,,,,,0.007433864197564727,ensemble_step,,,,,,0.007433864197564727,,
5,False,0.04166666666666666,,,,,,0.0077083669968740776,ensemble_step,,,,,,0.0077083669968740776,,
6,True,0.03571428571428572,,,,,,0.007384390792007978,ensemble_step,,,,,,0.007384390792007978,,
7,True,0.03125,,,,,,0.0069847180855967805,ensemble_step,,,,,,0.0069847180855967805,,
8,True,0.027777777777777776,,,,,,0.006673452421138287,ensemble_step,,,,,,0.006673452421138287,,
9,False,0.025,,,,,,0.006956119366568286,ensemble_step,,,,,,0.006956119366568286,,
