step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.14081050259943925,baseline,,,,,,,
-4,nan,,0.84415934595197,nan,nan,0.32612384498303315,0.2034662569988547,2.7049629738216603,0.1730951635416119,-0.0004971623420715332,ensemble_final,nan,nan,nan,nan,0.21507274900457793,0.1379428843518865,nan
-5,nan,,0.4061531123175303,nan,nan,0.2846288782959096,0.1574010100360624,2.3809625470351667,0.12349922595014293,-0.0004202922185262044,ensemble_fcfw,nan,nan,nan,nan,0.19331183305096178,0.09525271524759182,nan
0,True,1.0,,,,,,,,0.14081050259943925,ensemble_step,,,,0.14081050259943925,,,
1,True,0.375,,,,,,,,0.021930924600955765,ensemble_step,,,,0.021930924600955765,,,
2,False,0.25,,,,,,,,0.037984293024999456,ensemble_step,,,,0.037984293024999456,,,
3,True,0.1875,,,,,,,,0.005881076587843935,ensemble_step,,,,0.005881076587843935,,,
4,False,0.15000000000000002,,,,,,,,0.007320749698725777,ensemble_step,,,,0.007320749698725777,,,
5,True,0.12499999999999997,,,,,,,,0.002219520278641742,ensemble_step,,,,0.002219520278641742,,,
6,True,0.10714285714285715,,,,,,,,0.002030234224237343,ensemble_step,,,,0.002030234224237343,,,
7,True,0.09374999999999999,,,,,,,,0.0012550858669339304,ensemble_step,,,,0.0012550858669339304,,,
8,True,0.08333333333333334,,,,,,,,0.001178576613975385,ensemble_step,,,,0.001178576613975385,,,
9,True,0.075,,,,,,,,0.0007126366179124229,ensemble_step,,,,0.0007126366179124229,,,
