step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.021297638470848868,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.0037388282460274203,ensemble_final,nan,nan,nan,0.003939148175330642,0.002675965563414262,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.002468291593673455,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.021297638470848868,ensemble_step,,,,,,0.021297638470848868,,
1,True,0.25,,,,,,0.015951449058538014,ensemble_step,,,,,,0.015951449058538014,,
2,True,0.16666666666666666,,,,,,0.007875383412257797,ensemble_step,,,,,,0.007875383412257797,,
3,False,0.125,,,,,,0.00864594454255474,ensemble_step,,,,,,0.00864594454255474,,
4,True,0.1,,,,,,0.007369667579817274,ensemble_step,,,,,,0.007369667579817274,,
5,True,0.08333333333333333,,,,,,0.005413676479126606,ensemble_step,,,,,,0.005413676479126606,,
6,False,0.07142857142857142,,,,,,0.005584043824359924,ensemble_step,,,,,,0.005584043824359924,,
7,True,0.06250000000000001,,,,,,0.004373616032924743,ensemble_step,,,,,,0.004373616032924743,,
8,True,0.05555555555555554,,,,,,0.004121439140210875,ensemble_step,,,,,,0.004121439140210875,,
9,True,0.05,,,,,,0.0037388282460274203,ensemble_step,,,,,,0.0037388282460274203,,
