step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.009594864966404605,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004605977716879142,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0037573082821704914,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.009594864966404605,ensemble_step,,,,0.009594864966404605,,
1,0.5,,,,,,0.009821412648598286,ensemble_step,,,,0.009821412648598286,,
2,0.3333333333333333,,,,,,0.009922295408774087,ensemble_step,,,,0.009922295408774087,,
3,0.25,,,,,,0.009703651414511504,ensemble_step,,,,0.009703651414511504,,
4,0.2,,,,,,0.0062166409863178874,ensemble_step,,,,0.0062166409863178874,,
5,0.16666666666666663,,,,,,0.004813853780463067,ensemble_step,,,,0.004813853780463067,,
6,0.14285714285714288,,,,,,0.004365203175941864,ensemble_step,,,,0.004365203175941864,,
7,0.125,,,,,,0.004605977716879142,ensemble_step,,,,0.004605977716879142,,
