step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,11.82900031629082,nan,nan,0.7858960630789641,0.6528507212409347,17.027099946552852,4.663225153448358,0.054136261343955994,baseline,nan,nan,nan,0.053563755726086876,0.9434826445818476,0.7797345276118969,nan
-4,nan,,1.6868209660747557,nan,nan,0.5570708110782095,0.2032788971966351,8.512850841084653,0.15566779520015897,0.0013563459118207295,ensemble_final,nan,nan,nan,nan,0.551025291087833,0.18565932424763298,nan
-5,nan,,0.6191573209790562,nan,nan,0.5252951700483838,0.15498392861941623,8.036413618794704,0.10204979712306236,-0.0005570327242215475,ensemble_fcfw,nan,nan,nan,nan,0.4977170749186668,0.13673280382300773,nan
0,True,1.0,,,,,,,,0.052659058182982534,ensemble_step,,,,0.052659058182982534,,,
1,True,0.5,,,,,,,,0.05182600062018522,ensemble_step,,,,0.05182600062018522,,,
2,True,0.3333333333333333,,,,,,,,0.0027539973915899955,ensemble_step,,,,0.0027539973915899955,,,
3,True,0.25,,,,,,,,0.0022542189403108336,ensemble_step,,,,0.0022542189403108336,,,
4,False,0.2,,,,,,,,0.010896191969888405,ensemble_step,,,,0.010896191969888405,,,
5,True,0.16666666666666663,,,,,,,,0.0013884898380812176,ensemble_step,,,,0.0013884898380812176,,,
6,True,0.14285714285714288,,,,,,,,0.001145389220090778,ensemble_step,,,,0.001145389220090778,,,
7,True,0.125,,,,,,,,0.0007246503796270962,ensemble_step,,,,0.0007246503796270962,,,
8,False,0.11111111111111108,,,,,,,,0.0008565592428206731,ensemble_step,,,,0.0008565592428206731,,,
9,True,0.10000000000000003,,,,,,,,0.0005522752131069999,ensemble_step,,,,0.0005522752131069999,,,
