step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.009279707431209906,baseline,,,,,,,
-4,nan,,1.770116651184335,nan,nan,0.6414073660672974,0.4003618947027168,11.670051280141555,0.7468256016208934,0.0014997273683547974,ensemble_final,nan,nan,nan,nan,0.6939333875816144,0.41433215619023916,nan
-5,nan,,1.5190352259194082,nan,nan,0.6204425989183252,0.37312116477637824,11.625135768063304,0.69954985180811,0.0010610218159854412,ensemble_fcfw,nan,nan,nan,nan,0.6484445015622149,0.37042725595519055,nan
0,True,1.0,,,,,,,,0.009279707431209906,ensemble_step,,,,0.009279707431209906,,,
1,True,0.375,,,,,,,,0.009116584724272264,ensemble_step,,,,0.009116584724272264,,,
2,True,0.25,,,,,,,,0.007661592856921116,ensemble_step,,,,0.007661592856921116,,,
3,True,0.1875,,,,,,,,0.006655384395460393,ensemble_step,,,,0.006655384395460393,,,
4,True,0.15000000000000002,,,,,,,,0.004718240067756479,ensemble_step,,,,0.004718240067756479,,,
5,True,0.12499999999999997,,,,,,,,0.004461460994841399,ensemble_step,,,,0.004461460994841399,,,
6,True,0.10714285714285715,,,,,,,,0.003385294210068203,ensemble_step,,,,0.003385294210068203,,,
7,True,0.09374999999999999,,,,,,,,0.002265270092157743,ensemble_step,,,,0.002265270092157743,,,
8,True,0.08333333333333334,,,,,,,,0.002240934284915098,ensemble_step,,,,0.002240934284915098,,,
9,True,0.075,,,,,,,,0.001954605997742053,ensemble_step,,,,0.001954605997742053,,,
