step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.00957962885293973,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004090359309931958,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0035578797572484197,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.00957962885293973,ensemble_step,,,,0.00957962885293973,,
1,0.5,,,,,,0.009855439140356427,ensemble_step,,,,0.009855439140356427,,
2,0.3333333333333333,,,,,,0.009947535459482201,ensemble_step,,,,0.009947535459482201,,
3,0.25,,,,,,0.00990046803946778,ensemble_step,,,,0.00990046803946778,,
4,0.2,,,,,,0.006636875082100713,ensemble_step,,,,0.006636875082100713,,
5,0.16666666666666663,,,,,,0.004856813680066619,ensemble_step,,,,0.004856813680066619,,
6,0.14285714285714288,,,,,,0.004372939945451318,ensemble_step,,,,0.004372939945451318,,
7,0.125,,,,,,0.004634724933947535,ensemble_step,,,,0.004634724933947535,,
8,0.11111111111111108,,,,,,0.004564543490046111,ensemble_step,,,,0.004564543490046111,,
9,0.10000000000000003,,,,,,0.004090359309931958,ensemble_step,,,,0.004090359309931958,,
