step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.014645298887034457,baseline,,,,,,,
-4,nan,,4.489173263217182,nan,nan,0.8290301386196997,0.7565619516858654,21.69367354869402,4.733060049776994,0.01717629563063383,ensemble_final,nan,nan,nan,nan,0.9968334025309458,0.9074397768097417,nan
-5,nan,,3.6122071444478405,nan,nan,0.8088248010624768,0.7160995655349207,19.279357953205754,4.288113978310172,0.014465090353041887,ensemble_fcfw,nan,nan,nan,nan,0.9724344252687902,0.8574140169436015,nan
0,True,1.0,,,,,,,,0.014645298887034457,ensemble_step,,,,0.014645298887034457,,,
1,False,0.375,,,,,,,,0.01558440890340973,ensemble_step,,,,0.01558440890340973,,,
2,False,0.25,,,,,,,,0.0162609424391134,ensemble_step,,,,0.0162609424391134,,,
3,False,0.1875,,,,,,,,0.01663536251420792,ensemble_step,,,,0.01663536251420792,,,
4,False,0.15000000000000002,,,,,,,,0.016887315807042405,ensemble_step,,,,0.016887315807042405,,,
5,False,0.12499999999999997,,,,,,,,0.017109457363982315,ensemble_step,,,,0.017109457363982315,,,
6,False,0.10714285714285715,,,,,,,,0.017254965505037384,ensemble_step,,,,0.017254965505037384,,,
7,False,0.09374999999999999,,,,,,,,0.017367600306488477,ensemble_step,,,,0.017367600306488477,,,
8,False,0.08333333333333334,,,,,,,,0.017483509631063262,ensemble_step,,,,0.017483509631063262,,,
9,False,0.075,,,,,,,,0.01752137243333338,ensemble_step,,,,0.01752137243333338,,,
