step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.03347125362735159,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.00403681111228318,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.00225743284063991,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.03347125362735159,ensemble_step,,,,0.03347125362735159,,
1,0.5,,,,,,0.03405644089101228,ensemble_step,,,,0.03405644089101228,,
2,0.3333333333333333,,,,,,0.0340028814797109,ensemble_step,,,,0.0340028814797109,,
3,0.25,,,,,,0.021957309023327293,ensemble_step,,,,0.021957309023327293,,
4,0.2,,,,,,0.013323647106421789,ensemble_step,,,,0.013323647106421789,,
5,0.16666666666666663,,,,,,0.010422903834246905,ensemble_step,,,,0.010422903834246905,,
6,0.14285714285714288,,,,,,0.009280529077695198,ensemble_step,,,,0.009280529077695198,,
7,0.125,,,,,,0.007216461673048925,ensemble_step,,,,0.007216461673048925,,
8,0.11111111111111108,,,,,,0.004100330887558754,ensemble_step,,,,0.004100330887558754,,
9,0.10000000000000003,,,,,,0.00403681111228318,ensemble_step,,,,0.00403681111228318,,
