step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017168608539640678,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.005630607371973756,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.004117044287607371,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017168608539640678,ensemble_step,,,,0.017168608539640678,,
1,0.5,,,,,,0.017309635664864858,ensemble_step,,,,0.017309635664864858,,
2,0.3333333333333333,,,,,,0.01732770449161218,ensemble_step,,,,0.01732770449161218,,
3,0.25,,,,,,0.013937507314587608,ensemble_step,,,,0.013937507314587608,,
4,0.2,,,,,,0.012201758558501821,ensemble_step,,,,0.012201758558501821,,
5,0.16666666666666663,,,,,,0.00832521550442885,ensemble_step,,,,0.00832521550442885,,
6,0.14285714285714288,,,,,,0.0062387544160369445,ensemble_step,,,,0.0062387544160369445,,
7,0.125,,,,,,0.005630607371973756,ensemble_step,,,,0.005630607371973756,,
