step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,10.81156350854893,nan,nan,0.7228541905406997,0.6087177635981966,15.891406592580903,8.324123790524512,0.03747161477804184,baseline,nan,nan,nan,0.03345875615142116,0.8370233590784022,0.691397108975186,nan
-4,nan,,0.7413130482809532,nan,nan,0.5043107820088557,0.22414216712864246,7.759326065485522,0.208090490250427,0.0023566782474517822,ensemble_final,nan,nan,nan,nan,0.5029194994658721,0.23297007910276957,nan
-5,nan,,0.8670530597208834,nan,nan,0.4807025441758133,0.23021093477859933,7.474047182697209,0.25652037437570485,0.000138893723487854,ensemble_fcfw,nan,nan,nan,nan,0.4616116602752086,0.23173815828382993,nan
0,True,1.0,,,,,,,,0.03694068019133068,ensemble_step,,,,0.03694068019133068,,,
1,True,0.5,,,,,,,,0.01938042428110945,ensemble_step,,,,0.01938042428110945,,,
2,True,0.3333333333333333,,,,,,,,0.012908712566557956,ensemble_step,,,,0.012908712566557956,,,
3,False,0.25,,,,,,,,0.013664648242569202,ensemble_step,,,,0.013664648242569202,,,
4,True,0.2,,,,,,,,0.01181901071356907,ensemble_step,,,,0.01181901071356907,,,
5,True,0.16666666666666663,,,,,,,,0.005668669646292895,ensemble_step,,,,0.005668669646292895,,,
6,True,0.14285714285714288,,,,,,,,0.001554693609366553,ensemble_step,,,,0.001554693609366553,,,
7,True,0.125,,,,,,,,0.0013341225244629523,ensemble_step,,,,0.0013341225244629523,,,
8,False,0.11111111111111108,,,,,,,,0.00138375426370161,ensemble_step,,,,0.00138375426370161,,,
9,False,0.10000000000000003,,,,,,,,0.0018826167942342792,ensemble_step,,,,0.0018826167942342792,,,
