step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.03334267101307023,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.0037063820194512525,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0022079516684953143,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.03334267101307023,ensemble_step,,,,0.03334267101307023,,
1,0.5,,,,,,0.0332205108924892,ensemble_step,,,,0.0332205108924892,,
2,0.3333333333333333,,,,,,0.021541067344656325,ensemble_step,,,,0.021541067344656325,,
3,0.25,,,,,,0.015685245836886814,ensemble_step,,,,0.015685245836886814,,
4,0.2,,,,,,0.011897331139032,ensemble_step,,,,0.011897331139032,,
5,0.16666666666666663,,,,,,0.009484375130173278,ensemble_step,,,,0.009484375130173278,,
6,0.14285714285714288,,,,,,0.006509370522087005,ensemble_step,,,,0.006509370522087005,,
7,0.125,,,,,,0.0049734440784978086,ensemble_step,,,,0.0049734440784978086,,
8,0.11111111111111108,,,,,,0.0037063820194512525,ensemble_step,,,,0.0037063820194512525,,
