step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,6.985281828953053,nan,nan,0.774839854582059,0.7021697679654227,19.281417779490706,6.574516200129414,0.0252427589148283,baseline,nan,nan,nan,0.024134890083938577,0.915887268599036,0.8194383718971677,nan
-4,nan,,1.3422151225253465,nan,nan,0.5640436574501974,0.30058395668071164,9.682607684792233,0.3516680357800784,0.00014344044029712677,ensemble_final,nan,nan,nan,nan,0.554342447301251,0.28106944038714715,nan
-5,nan,,0.7349118991115822,nan,nan,0.5305562244848478,0.24172239784126948,9.007943032559586,0.243415714799841,-0.00017308257520198822,ensemble_fcfw,nan,nan,nan,nan,0.5287460121135068,0.22999354013328271,nan
0,True,1.0,,,,,,,,0.025427404508354762,ensemble_step,,,,0.025427404508354762,,,
1,True,0.375,,,,,,,,0.01873983641498672,ensemble_step,,,,0.01873983641498672,,,
2,True,0.25,,,,,,,,0.012059042159628771,ensemble_step,,,,0.012059042159628771,,,
3,True,0.1875,,,,,,,,0.004491191215310138,ensemble_step,,,,0.004491191215310138,,,
4,False,0.15000000000000002,,,,,,,,0.005677190316803705,ensemble_step,,,,0.005677190316803705,,,
5,True,0.12499999999999997,,,,,,,,0.0030432120729233254,ensemble_step,,,,0.0030432120729233254,,,
6,True,0.10714285714285715,,,,,,,,0.0014645893546672718,ensemble_step,,,,0.0014645893546672718,,,
7,True,0.09374999999999999,,,,,,,,0.0009894426521894362,ensemble_step,,,,0.0009894426521894362,,,
8,True,0.08333333333333334,,,,,,,,0.0006017733310718226,ensemble_step,,,,0.0006017733310718226,,,
9,True,0.075,,,,,,,,0.0004761489623084248,ensemble_step,,,,0.0004761489623084248,,,
