step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.0103227995425699,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.004135983732178716,ensemble_final,nan,nan,nan,0.006336791519644336,0.004247843790957523,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.0030900523266259305,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.0103227995425699,ensemble_step,,,,,,0.0103227995425699,,
1,True,0.5,,,,,,0.009898747771967559,ensemble_step,,,,,,0.009898747771967559,,
2,True,0.3333333333333333,,,,,,0.009887656176559012,ensemble_step,,,,,,0.009887656176559012,,
3,True,0.25,,,,,,0.009883162388419797,ensemble_step,,,,,,0.009883162388419797,,
4,True,0.2,,,,,,0.007503098342512365,ensemble_step,,,,,,0.007503098342512365,,
5,True,0.16666666666666663,,,,,,0.006352584834374675,ensemble_step,,,,,,0.006352584834374675,,
6,True,0.14285714285714288,,,,,,0.005852980481845238,ensemble_step,,,,,,0.005852980481845238,,
7,True,0.125,,,,,,0.0052142443669667415,ensemble_step,,,,,,0.0052142443669667415,,
8,True,0.11111111111111108,,,,,,0.004720552819434981,ensemble_step,,,,,,0.004720552819434981,,
9,True,0.10000000000000003,,,,,,0.004135983732178716,ensemble_step,,,,,,0.004135983732178716,,
