step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.00958282740703899,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004104116675027089,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.00353469097090776,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.00958282740703899,ensemble_step,,,,0.00958282740703899,,
1,0.5,,,,,,0.00985671913637951,ensemble_step,,,,0.00985671913637951,,
2,0.3333333333333333,,,,,,0.009948829226904753,ensemble_step,,,,0.009948829226904753,,
3,0.25,,,,,,0.009891448233018603,ensemble_step,,,,0.009891448233018603,,
4,0.2,,,,,,0.006564466141956621,ensemble_step,,,,0.006564466141956621,,
5,0.16666666666666663,,,,,,0.0048243230325700735,ensemble_step,,,,0.0048243230325700735,,
6,0.14285714285714288,,,,,,0.004344884356078926,ensemble_step,,,,0.004344884356078926,,
7,0.125,,,,,,0.004614184856426987,ensemble_step,,,,0.004614184856426987,,
8,0.11111111111111108,,,,,,0.004559415694081803,ensemble_step,,,,0.004559415694081803,,
9,0.10000000000000003,,,,,,0.004104116675027089,ensemble_step,,,,0.004104116675027089,,
