step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017055974291067227,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.005675493761586784,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.004245850251717813,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017055974291067227,ensemble_step,,,,0.017055974291067227,,
1,0.5,,,,,,0.01725315976319016,ensemble_step,,,,0.01725315976319016,,
2,0.3333333333333333,,,,,,0.01735548583008027,ensemble_step,,,,0.01735548583008027,,
3,0.25,,,,,,0.014454458183074332,ensemble_step,,,,0.014454458183074332,,
4,0.2,,,,,,0.011995617027715002,ensemble_step,,,,0.011995617027715002,,
5,0.16666666666666663,,,,,,0.008125370125403895,ensemble_step,,,,0.008125370125403895,,
6,0.14285714285714288,,,,,,0.006407117680614204,ensemble_step,,,,0.006407117680614204,,
7,0.125,,,,,,0.005675493761586784,ensemble_step,,,,0.005675493761586784,,
