step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,17.33462082934675,nan,nan,0.599282651435623,0.570711866350115,14.165957878021532,13.589391317452769,0.12005824595689774,baseline,nan,nan,nan,0.1194643006673436,0.576016566984722,0.5456209835698813,nan
-4,nan,,0.6733543019902865,nan,nan,0.3252716354920182,0.21479239401560074,2.5479198533446406,0.18252212791993166,0.005067378282546997,ensemble_final,nan,nan,nan,nan,0.26369098865817203,0.17637395187149502,nan
-5,nan,,0.5631611587235065,nan,nan,0.26677863864005186,0.1248642309963559,2.330139011384899,0.07567027388883873,-0.0006377100944519043,ensemble_fcfw,nan,nan,nan,nan,0.17999942285430306,0.08731962123273039,nan
0,True,1.0,,,,,,,,0.12006867691812792,ensemble_step,,,,0.12006867691812792,,,
1,True,0.5,,,,,,,,0.03367981677636332,ensemble_step,,,,0.03367981677636332,,,
2,True,0.3333333333333333,,,,,,,,0.01180817684423327,ensemble_step,,,,0.01180817684423327,,,
3,True,0.25,,,,,,,,0.008643012453613777,ensemble_step,,,,0.008643012453613777,,,
4,True,0.2,,,,,,,,0.003518707996271686,ensemble_step,,,,0.003518707996271686,,,
5,False,0.16666666666666663,,,,,,,,0.006822557563752857,ensemble_step,,,,0.006822557563752857,,,
6,True,0.14285714285714288,,,,,,,,0.00045180361200120034,ensemble_step,,,,0.00045180361200120034,,,
7,False,0.125,,,,,,,,0.0028077735930222836,ensemble_step,,,,0.0028077735930222836,,,
8,True,0.11111111111111108,,,,,,,,0.0007341177359357354,ensemble_step,,,,0.0007341177359357354,,,
9,False,0.10000000000000003,,,,,,,,0.003146552143277845,ensemble_step,,,,0.003146552143277845,,,
