step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.033654917924447775,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.037397250735763284,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.03271772440227458,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.033654917924447775,ensemble_step,,,,0.033654917924447775,,
1,0.5,,,,,,0.03816231244172844,ensemble_step,,,,0.03816231244172844,,
2,0.3333333333333333,,,,,,0.03915619858354586,ensemble_step,,,,0.03915619858354586,,
3,0.25,,,,,,0.03858942450269289,ensemble_step,,,,0.03858942450269289,,
4,0.2,,,,,,0.03770754061386822,ensemble_step,,,,0.03770754061386822,,
5,0.16666666666666663,,,,,,0.03644843146947833,ensemble_step,,,,0.03644843146947833,,
6,0.14285714285714288,,,,,,0.03701238596785198,ensemble_step,,,,0.03701238596785198,,
7,0.125,,,,,,0.03695180177855146,ensemble_step,,,,0.03695180177855146,,
8,0.11111111111111108,,,,,,0.037397250735763284,ensemble_step,,,,0.037397250735763284,,
