step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.033436647914252625,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.0037217738644490686,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.002246344474132762,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.033436647914252625,ensemble_step,,,,0.033436647914252625,,
1,0.5,,,,,,0.03314628558368553,ensemble_step,,,,0.03314628558368553,,
2,0.3333333333333333,,,,,,0.021332863674830393,ensemble_step,,,,0.021332863674830393,,
3,0.25,,,,,,0.015712876274906657,ensemble_step,,,,0.015712876274906657,,
4,0.2,,,,,,0.011918664254402722,ensemble_step,,,,0.011918664254402722,,
5,0.16666666666666663,,,,,,0.009488350809158887,ensemble_step,,,,0.009488350809158887,,
6,0.14285714285714288,,,,,,0.006532602222279135,ensemble_step,,,,0.006532602222279135,,
7,0.125,,,,,,0.004972734183861492,ensemble_step,,,,0.004972734183861492,,
8,0.11111111111111108,,,,,,0.0037217738644490686,ensemble_step,,,,0.0037217738644490686,,
