step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.009610635055631677,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004587703484464914,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.003786949612683817,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.009610635055631677,ensemble_step,,,,0.009610635055631677,,
1,0.5,,,,,,0.009915745811670911,ensemble_step,,,,0.009915745811670911,,
2,0.3333333333333333,,,,,,0.009963268133559982,ensemble_step,,,,0.009963268133559982,,
3,0.25,,,,,,0.009784523174111421,ensemble_step,,,,0.009784523174111421,,
4,0.2,,,,,,0.006339615732512332,ensemble_step,,,,0.006339615732512332,,
5,0.16666666666666663,,,,,,0.004877457407513072,ensemble_step,,,,0.004877457407513072,,
6,0.14285714285714288,,,,,,0.004394077347852862,ensemble_step,,,,0.004394077347852862,,
7,0.125,,,,,,0.004624549365806499,ensemble_step,,,,0.004624549365806499,,
8,0.11111111111111108,,,,,,0.004587703484464914,ensemble_step,,,,0.004587703484464914,,
