step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.04343380448892046,baseline,,,,,,,
-4,nan,,1.436349875065173,nan,nan,0.5809460890020997,0.3553498831099135,10.072553815220008,0.5137053061667011,0.0017554014921188354,ensemble_final,nan,nan,nan,nan,0.5934442387302895,0.3586134055387337,nan
-5,nan,,0.9410812787766825,nan,nan,0.5457801758766931,0.3123160624273882,9.417482477392936,0.43329360797742544,0.00019524991512298584,ensemble_fcfw,nan,nan,nan,nan,0.5446082346874395,0.3075844239534827,nan
0,True,1.0,,,,,,,,0.04343380448892046,ensemble_step,,,,0.04343380448892046,,,
1,True,0.5,,,,,,,,0.04175733934486431,ensemble_step,,,,0.04175733934486431,,,
2,True,0.3333333333333333,,,,,,,,0.033262509045780035,ensemble_step,,,,0.033262509045780035,,,
3,True,0.25,,,,,,,,0.02283106567454595,ensemble_step,,,,0.02283106567454595,,,
4,True,0.2,,,,,,,,0.013577179913181192,ensemble_step,,,,0.013577179913181192,,,
5,True,0.16666666666666663,,,,,,,,0.005460749927204467,ensemble_step,,,,0.005460749927204467,,,
6,False,0.14285714285714288,,,,,,,,0.006466216133033935,ensemble_step,,,,0.006466216133033935,,,
7,True,0.125,,,,,,,,0.003596132802325791,ensemble_step,,,,0.003596132802325791,,,
8,False,0.11111111111111108,,,,,,,,0.0041859263839501,ensemble_step,,,,0.0041859263839501,,,
9,True,0.10000000000000003,,,,,,,,0.0016915440298712892,ensemble_step,,,,0.0016915440298712892,,,
