step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.03343507710775822,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004964383809220708,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.002711054918942264,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.03343507710775822,ensemble_step,,,,0.03343507710775822,,
1,0.5,,,,,,0.033190420114692205,ensemble_step,,,,0.033190420114692205,,
2,0.3333333333333333,,,,,,0.02143776700203617,ensemble_step,,,,0.02143776700203617,,
3,0.25,,,,,,0.015672100362081668,ensemble_step,,,,0.015672100362081668,,
4,0.2,,,,,,0.011791092642784657,ensemble_step,,,,0.011791092642784657,,
5,0.16666666666666663,,,,,,0.0093059570897038,ensemble_step,,,,0.0093059570897038,,
6,0.14285714285714288,,,,,,0.006323076969578176,ensemble_step,,,,0.006323076969578176,,
7,0.125,,,,,,0.004964383809220708,ensemble_step,,,,0.004964383809220708,,
