step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,,,,,,,,0.03431816900794669,baseline,,,,,,,
-4,nan,,1.1265727833553556,nan,nan,0.5122783065711725,0.23831402612976058,8.152245969683397,0.2272419081179058,0.0005491301417350769,ensemble_final,nan,nan,nan,nan,0.4902953185005201,0.24065222586512708,nan
-5,nan,,0.9709538575573499,nan,nan,0.4968349161604998,0.23114099872581412,8.063857192672902,0.23348069628197066,-0.00029104699691136676,ensemble_fcfw,nan,nan,nan,nan,0.4731638045083003,0.2321366543880149,nan
0,True,1.0,,,,,,,,0.03431816900794669,ensemble_step,,,,0.03431816900794669,,,
1,True,0.5,,,,,,,,0.01572547051421412,ensemble_step,,,,0.01572547051421412,,,
2,True,0.3333333333333333,,,,,,,,0.01263946115328323,ensemble_step,,,,0.01263946115328323,,,
3,True,0.25,,,,,,,,0.01086800047312337,ensemble_step,,,,0.01086800047312337,,,
4,True,0.2,,,,,,,,0.009849547586674065,ensemble_step,,,,0.009849547586674065,,,
5,True,0.16666666666666663,,,,,,,,0.006193461807113006,ensemble_step,,,,0.006193461807113006,,,
6,True,0.14285714285714288,,,,,,,,0.005521269273970346,ensemble_step,,,,0.005521269273970346,,,
7,True,0.125,,,,,,,,0.0018404699602198107,ensemble_step,,,,0.0018404699602198107,,,
8,True,0.11111111111111108,,,,,,,,0.0016106715142347496,ensemble_step,,,,0.0016106715142347496,,,
9,True,0.10000000000000003,,,,,,,,0.000988051549326278,ensemble_step,,,,0.000988051549326278,,,
