step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,3.2029128332216477,nan,nan,0.6936199164148191,0.5071470958663045,12.148866382279836,1.0740558079346365,0.013895559124648571,baseline,nan,nan,nan,0.014742891768409953,0.8056898206404446,0.5786081853055616,nan
-4,nan,,3.4473692780437553,nan,nan,0.6969108953524189,0.527200000813771,13.736397320797348,1.384029004043409,0.01531725050881505,ensemble_final,nan,nan,nan,nan,0.794556891300354,0.5844670849645734,nan
-5,nan,,3.2027657213701906,nan,nan,0.6897613608503518,0.5226285913466194,12.656461607480788,1.3628833894569574,0.014034890569746494,ensemble_fcfw,nan,nan,nan,nan,0.7815144095288007,0.5774832579224398,nan
0,True,1.0,,,,,,,,0.013646457565613649,ensemble_step,,,,0.013646457565613649,,,
1,False,0.008791722337952536,,,,,,,,0.013795013402333318,ensemble_step,,,,0.013795013402333318,,,
2,False,0.004678508004663528,,,,,,,,0.013873299162734309,ensemble_step,,,,0.013873299162734309,,,
3,False,0.0031873184952974187,,,,,,,,0.013927695758363721,ensemble_step,,,,0.013927695758363721,,,
4,False,0.002416957243001308,,,,,,,,0.013968240177742664,ensemble_step,,,,0.013968240177742664,,,
5,False,0.0019464971938786377,,,,,,,,0.014000795408986515,ensemble_step,,,,0.014000795408986515,,,
6,False,0.001629345541449606,,,,,,,,0.0140278981469619,ensemble_step,,,,0.0140278981469619,,,
7,False,0.001401063830842631,,,,,,,,0.014051699352979856,ensemble_step,,,,0.014051699352979856,,,
8,False,0.0012288886823459539,,,,,,,,0.0140724400551034,ensemble_step,,,,0.0140724400551034,,,
9,False,0.0010943992029042117,,,,,,,,0.014091095845862038,ensemble_step,,,,0.014091095845862038,,,
