step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017133598952256343,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.005210783467376619,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.003919536475646719,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017133598952256343,ensemble_step,,,,0.017133598952256343,,
1,0.5,,,,,,0.018299421129796652,ensemble_step,,,,0.018299421129796652,,
2,0.3333333333333333,,,,,,0.017269700882596016,ensemble_step,,,,0.017269700882596016,,
3,0.25,,,,,,0.015512345997012837,ensemble_step,,,,0.015512345997012837,,
4,0.2,,,,,,0.012407983679479906,ensemble_step,,,,0.012407983679479906,,
5,0.16666666666666663,,,,,,0.012436745427300626,ensemble_step,,,,0.012436745427300626,,
6,0.14285714285714288,,,,,,0.011059337930207122,ensemble_step,,,,0.011059337930207122,,
7,0.125,,,,,,0.010163743546929928,ensemble_step,,,,0.010163743546929928,,
8,0.11111111111111108,,,,,,0.005210783467376619,ensemble_step,,,,0.005210783467376619,,
