step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017085505085941307,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.005624136020329572,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.004219612633610092,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017085505085941307,ensemble_step,,,,0.017085505085941307,,
1,0.5,,,,,,0.017211187862710763,ensemble_step,,,,0.017211187862710763,,
2,0.3333333333333333,,,,,,0.017370157873256183,ensemble_step,,,,0.017370157873256183,,
3,0.25,,,,,,0.014413108451901009,ensemble_step,,,,0.014413108451901009,,
4,0.2,,,,,,0.012028453136226467,ensemble_step,,,,0.012028453136226467,,
5,0.16666666666666663,,,,,,0.00816949372490564,ensemble_step,,,,0.00816949372490564,,
6,0.14285714285714288,,,,,,0.006363677786985281,ensemble_step,,,,0.006363677786985281,,
7,0.125,,,,,,0.005624136020329572,ensemble_step,,,,0.005624136020329572,,
