step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.033519918950604397,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.0046290118933782175,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0026257643549997267,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.033519918950604397,ensemble_step,,,,0.033519918950604397,,
1,0.5,,,,,,0.03426989272338613,ensemble_step,,,,0.03426989272338613,,
2,0.3333333333333333,,,,,,0.03336404527753616,ensemble_step,,,,0.03336404527753616,,
3,0.25,,,,,,0.027984947698639722,ensemble_step,,,,0.027984947698639722,,
4,0.2,,,,,,0.013368859073360079,ensemble_step,,,,0.013368859073360079,,
5,0.16666666666666663,,,,,,0.011854414067182623,ensemble_step,,,,0.011854414067182623,,
6,0.14285714285714288,,,,,,0.008501691286813192,ensemble_step,,,,0.008501691286813192,,
7,0.125,,,,,,0.006721861183251275,ensemble_step,,,,0.006721861183251275,,
8,0.11111111111111108,,,,,,0.0046290118933782175,ensemble_step,,,,0.0046290118933782175,,
