step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.008413487638355588,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.004181048384449104,ensemble_final,nan,nan,nan,0.0047191258711954676,0.0032784806174686876,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.003141166134689649,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.008413487638355588,ensemble_step,,,,,,0.008413487638355588,,
1,False,0.5,,,,,,0.008446700877417723,ensemble_step,,,,,,0.008446700877417723,,
2,False,0.3333333333333333,,,,,,0.00850178850352043,ensemble_step,,,,,,0.00850178850352043,,
3,False,0.25,,,,,,0.008512853440720447,ensemble_step,,,,,,0.008512853440720447,,
4,True,0.2,,,,,,0.007982480566406519,ensemble_step,,,,,,0.007982480566406519,,
5,True,0.16666666666666663,,,,,,0.005771361581708739,ensemble_step,,,,,,0.005771361581708739,,
6,True,0.14285714285714288,,,,,,0.004601754455373391,ensemble_step,,,,,,0.004601754455373391,,
7,True,0.125,,,,,,0.0044120675793022646,ensemble_step,,,,,,0.0044120675793022646,,
8,True,0.11111111111111108,,,,,,0.004319750064165434,ensemble_step,,,,,,0.004319750064165434,,
9,True,0.10000000000000003,,,,,,0.004181048384449104,ensemble_step,,,,,,0.004181048384449104,,
