step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.01711650779604337,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004214181826372953,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0028600820593686024,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.01711650779604337,ensemble_step,,,,0.01711650779604337,,
1,0.5,,,,,,0.017437669631955824,ensemble_step,,,,0.017437669631955824,,
2,0.3333333333333333,,,,,,0.01736459685734906,ensemble_step,,,,0.01736459685734906,,
3,0.25,,,,,,0.014290696932661934,ensemble_step,,,,0.014290696932661934,,
4,0.2,,,,,,0.011978584850915831,ensemble_step,,,,0.011978584850915831,,
5,0.16666666666666663,,,,,,0.008043606448983146,ensemble_step,,,,0.008043606448983146,,
6,0.14285714285714288,,,,,,0.006349996016625225,ensemble_step,,,,0.006349996016625225,,
7,0.125,,,,,,0.005618143173647378,ensemble_step,,,,0.005618143173647378,,
8,0.11111111111111108,,,,,,0.0046965558518819875,ensemble_step,,,,0.0046965558518819875,,
9,0.10000000000000003,,,,,,0.004214181826372953,ensemble_step,,,,0.004214181826372953,,
