step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.01711739741994769,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004270476230899988,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0029709163565443497,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.01711739741994769,ensemble_step,,,,0.01711739741994769,,
1,0.5,,,,,,0.01758839288556208,ensemble_step,,,,0.01758839288556208,,
2,0.3333333333333333,,,,,,0.01759881500009872,ensemble_step,,,,0.01759881500009872,,
3,0.25,,,,,,0.014938789439864668,ensemble_step,,,,0.014938789439864668,,
4,0.2,,,,,,0.011976508823526917,ensemble_step,,,,0.011976508823526917,,
5,0.16666666666666663,,,,,,0.00826416083233414,ensemble_step,,,,0.00826416083233414,,
6,0.14285714285714288,,,,,,0.006406935450224096,ensemble_step,,,,0.006406935450224096,,
7,0.125,,,,,,0.0055764265931184205,ensemble_step,,,,0.0055764265931184205,,
8,0.11111111111111108,,,,,,0.004655068204450043,ensemble_step,,,,0.004655068204450043,,
9,0.10000000000000003,,,,,,0.004270476230899988,ensemble_step,,,,0.004270476230899988,,
