step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.017085260787778857,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.005602447665073461,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.004272391740173662,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.017085260787778857,ensemble_step,,,,0.017085260787778857,,
1,0.5,,,,,,0.01721124923309133,ensemble_step,,,,0.01721124923309133,,
2,0.3333333333333333,,,,,,0.017369436674316733,ensemble_step,,,,0.017369436674316733,,
3,0.25,,,,,,0.014415813475035474,ensemble_step,,,,0.014415813475035474,,
4,0.2,,,,,,0.012024606344047577,ensemble_step,,,,0.012024606344047577,,
5,0.16666666666666663,,,,,,0.00817351015894834,ensemble_step,,,,0.00817351015894834,,
6,0.14285714285714288,,,,,,0.00633940078828706,ensemble_step,,,,0.00633940078828706,,
7,0.125,,,,,,0.005602447665073461,ensemble_step,,,,0.005602447665073461,,
