step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.009497376989405273,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.00453097890276768,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.003970668166374663,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.009497376989405273,ensemble_step,,,,0.009497376989405273,,
1,0.5,,,,,,0.009927905307548052,ensemble_step,,,,0.009927905307548052,,
2,0.3333333333333333,,,,,,0.010114800117605174,ensemble_step,,,,0.010114800117605174,,
3,0.25,,,,,,0.010027947690947744,ensemble_step,,,,0.010027947690947744,,
4,0.2,,,,,,0.009135061084904932,ensemble_step,,,,0.009135061084904932,,
5,0.16666666666666663,,,,,,0.004859809323543758,ensemble_step,,,,0.004859809323543758,,
6,0.14285714285714288,,,,,,0.00453097890276768,ensemble_step,,,,0.00453097890276768,,
