step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.009675583767858422,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004639292770105508,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.003780487436541988,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.009675583767858422,ensemble_step,,,,0.009675583767858422,,
1,0.5,,,,,,0.009956066025642583,ensemble_step,,,,0.009956066025642583,,
2,0.3333333333333333,,,,,,0.009983820171368207,ensemble_step,,,,0.009983820171368207,,
3,0.25,,,,,,0.009665047711017326,ensemble_step,,,,0.009665047711017326,,
4,0.2,,,,,,0.006039610773728644,ensemble_step,,,,0.006039610773728644,,
5,0.16666666666666663,,,,,,0.00478612634243825,ensemble_step,,,,0.00478612634243825,,
6,0.14285714285714288,,,,,,0.004328977586457992,ensemble_step,,,,0.004328977586457992,,
7,0.125,,,,,,0.004568732497713535,ensemble_step,,,,0.004568732497713535,,
8,0.11111111111111108,,,,,,0.004639292770105508,ensemble_step,,,,0.004639292770105508,,
