step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.03341498135402403,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004923376285947923,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0029688889699623125,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.03341498135402403,ensemble_step,,,,0.03341498135402403,,
1,0.5,,,,,,0.03394955469135785,ensemble_step,,,,0.03394955469135785,,
2,0.3333333333333333,,,,,,0.03240777682839663,ensemble_step,,,,0.03240777682839663,,
3,0.25,,,,,,0.014134809873731525,ensemble_step,,,,0.014134809873731525,,
4,0.2,,,,,,0.011538328102935933,ensemble_step,,,,0.011538328102935933,,
5,0.16666666666666663,,,,,,0.00830847604847085,ensemble_step,,,,0.00830847604847085,,
6,0.14285714285714288,,,,,,0.008251923511029371,ensemble_step,,,,0.008251923511029371,,
7,0.125,,,,,,0.004923376285947923,ensemble_step,,,,0.004923376285947923,,
