step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,7.27917747738442,nan,nan,0.5538289895515692,0.5412240959439829,9.34677671893882,2.5072639539814583,0.04679390788078308,baseline,nan,nan,nan,0.044182265420393496,0.486296214537177,0.49371967853734594,nan
-4,nan,,11.158810834805553,nan,nan,0.6331692950590462,0.6142596222841681,9.664716573041645,2.7061317971626417,0.12600073218345642,ensemble_final,nan,nan,nan,nan,0.6917036288975453,0.6829581759684201,nan
-5,nan,,8.016217725661873,nan,nan,0.5654702791671938,0.5420437716160564,9.390917685336333,2.4872977534320095,0.057598769664764404,ensemble_fcfw,nan,nan,nan,nan,0.5185231069525196,0.4936774002533204,nan
0,True,1.0,,,,,,,,0.055005336154864304,ensemble_step,,,,0.055005336154864304,,,
1,False,0.125,,,,,,,,0.07594122534236386,ensemble_step,,,,0.07594122534236386,,,
2,False,0.08333333333333333,,,,,,,,0.09012955857387073,ensemble_step,,,,0.09012955857387073,,,
3,False,0.06250000000000001,,,,,,,,0.1006156362447943,ensemble_step,,,,0.1006156362447943,,,
4,False,0.05,,,,,,,,0.10882203618949432,ensemble_step,,,,0.10882203618949432,,,
5,False,0.04166666666666666,,,,,,,,0.11557371390806048,ensemble_step,,,,0.11557371390806048,,,
6,False,0.03571428571428572,,,,,,,,0.12135267651915421,ensemble_step,,,,0.12135267651915421,,,
7,False,0.03125,,,,,,,,0.12631504148800704,ensemble_step,,,,0.12631504148800704,,,
8,False,0.027777777777777776,,,,,,,,0.13065762196659084,ensemble_step,,,,0.13065762196659084,,,
9,False,0.025,,,,,,,,0.13451750261427814,ensemble_step,,,,0.13451750261427814,,,
