step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.009667511729627673,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.004608391244625795,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.0037915530488449463,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.009667511729627673,ensemble_step,,,,0.009667511729627673,,
1,0.5,,,,,,0.009957811936676933,ensemble_step,,,,0.009957811936676933,,
2,0.3333333333333333,,,,,,0.009978177012185006,ensemble_step,,,,0.009978177012185006,,
3,0.25,,,,,,0.009630204841906971,ensemble_step,,,,0.009630204841906971,,
4,0.2,,,,,,0.005961465680133907,ensemble_step,,,,0.005961465680133907,,
5,0.16666666666666663,,,,,,0.004784180823888546,ensemble_step,,,,0.004784180823888546,,
6,0.14285714285714288,,,,,,0.004337968165954355,ensemble_step,,,,0.004337968165954355,,
7,0.125,,,,,,0.004608391244625795,ensemble_step,,,,0.004608391244625795,,
