step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.03353098332217636,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.005137958655254119,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.003116192854466869,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.03353098332217636,ensemble_step,,,,0.03353098332217636,,
1,0.5,,,,,,0.03437479838940549,ensemble_step,,,,0.03437479838940549,,
2,0.3333333333333333,,,,,,0.033561189926874575,ensemble_step,,,,0.033561189926874575,,
3,0.25,,,,,,0.028577025834672504,ensemble_step,,,,0.028577025834672504,,
4,0.2,,,,,,0.013398275752937132,ensemble_step,,,,0.013398275752937132,,
5,0.16666666666666663,,,,,,0.01224095997790635,ensemble_step,,,,0.01224095997790635,,
6,0.14285714285714288,,,,,,0.009181129216791775,ensemble_step,,,,0.009181129216791775,,
7,0.125,,,,,,0.007313991310898167,ensemble_step,,,,0.007313991310898167,,
8,0.11111111111111108,,,,,,0.005137958655254119,ensemble_step,,,,0.005137958655254119,,
