step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.02082701205507753,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.0049427621580517556,ensemble_final,nan,nan,nan,0.005741277671953954,0.003452997571275873,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.0032233800028374504,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.02082701205507753,ensemble_step,,,,,,0.02082701205507753,,
1,True,0.375,,,,,,0.020604748454921468,ensemble_step,,,,,,0.020604748454921468,,
2,True,0.25,,,,,,0.016307654125282345,ensemble_step,,,,,,0.016307654125282345,,
3,True,0.1875,,,,,,0.00821902016987991,ensemble_step,,,,,,0.00821902016987991,,
4,False,0.15000000000000002,,,,,,0.009199874378340134,ensemble_step,,,,,,0.009199874378340134,,
5,True,0.12499999999999997,,,,,,0.007221222723431342,ensemble_step,,,,,,0.007221222723431342,,
6,False,0.10714285714285715,,,,,,0.007555810270331698,ensemble_step,,,,,,0.007555810270331698,,
7,True,0.09374999999999999,,,,,,0.006031754275894585,ensemble_step,,,,,,0.006031754275894585,,
8,True,0.08333333333333334,,,,,,0.005180380681492902,ensemble_step,,,,,,0.005180380681492902,,
9,True,0.075,,,,,,0.0049427621580517556,ensemble_step,,,,,,0.0049427621580517556,,
