step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,10.75605478811009,nan,nan,0.6994936314777144,0.6101279044101718,15.549979030428577,8.422582050283378,0.021744249078134697,baseline,nan,nan,nan,0.02109438009631908,0.8038885710399296,0.6913343239005594,nan
-4,nan,,0.7475196347769137,nan,nan,0.5016813845301111,0.23404274969509611,7.8326582872904575,0.258854014935871,0.0004820426305135091,ensemble_final,nan,nan,nan,nan,0.48178565527325157,0.22102070078622887,nan
-5,nan,,0.673474845380535,nan,nan,0.48435677436974245,0.22005551410437874,8.040376188751338,0.2512061386019865,-0.0006155924250682195,ensemble_fcfw,nan,nan,nan,nan,0.4538591256542379,0.2131136107810193,nan
0,True,1.0,,,,,,,,0.02280314951131668,ensemble_step,,,,0.02280314951131668,,,
1,True,0.5,,,,,,,,0.013601349149926329,ensemble_step,,,,0.013601349149926329,,,
2,False,0.3333333333333333,,,,,,,,0.01439195875775802,ensemble_step,,,,0.01439195875775802,,,
3,True,0.25,,,,,,,,0.007452429162154477,ensemble_step,,,,0.007452429162154477,,,
4,False,0.2,,,,,,,,0.009031436845789045,ensemble_step,,,,0.009031436845789045,,,
5,True,0.16666666666666663,,,,,,,,0.002123845982001472,ensemble_step,,,,0.002123845982001472,,,
6,True,0.14285714285714288,,,,,,,,0.0013844464540305555,ensemble_step,,,,0.0013844464540305555,,,
7,True,0.125,,,,,,,,5.397419216782625e-05,ensemble_step,,,,5.397419216782625e-05,,,
8,True,0.11111111111111108,,,,,,,,-1.2720931663295909e-05,ensemble_step,,,,-1.2720931663295909e-05,,,
9,False,0.10000000000000003,,,,,,,,0.00010169582789507081,ensemble_step,,,,0.00010169582789507081,,,
