step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,jsd_exact,kl,kl_exact,mmd,model_label,precision,recall,support_match,training_loss,tvd,tvd_exact,validity
-1,,1.0,7.057007945469084,nan,nan,0.7405129493934597,0.6748971367622931,18.791217790617274,7.48126321839649,0.021884407848119736,baseline,nan,nan,nan,0.022145799690320288,0.8476795702004902,0.7603935583972695,nan
-4,nan,,1.737913376787046,nan,nan,0.5485008912419685,0.22917446466147925,8.857361029899973,0.1937571868628395,0.0007932409644126892,ensemble_final,nan,nan,nan,nan,0.5575956099426368,0.22680682365520535,nan
-5,nan,,0.6755570446497681,nan,nan,0.5136721011609418,0.17664463659817842,8.494590857350538,0.1265075064563773,-0.0005095414817333221,ensemble_fcfw,nan,nan,nan,nan,0.5078628519770235,0.17990253174938892,nan
0,True,1.0,,,,,,,,0.02143367780893118,ensemble_step,,,,0.02143367780893118,,,
1,True,0.5,,,,,,,,0.015464791894196167,ensemble_step,,,,0.015464791894196167,,,
2,True,0.3333333333333333,,,,,,,,0.01107129707077592,ensemble_step,,,,0.01107129707077592,,,
3,True,0.25,,,,,,,,0.004913348394510214,ensemble_step,,,,0.004913348394510214,,,
4,True,0.2,,,,,,,,0.003766547571491686,ensemble_step,,,,0.003766547571491686,,,
5,True,0.16666666666666663,,,,,,,,0.0024977985075994857,ensemble_step,,,,0.0024977985075994857,,,
6,False,0.14285714285714288,,,,,,,,0.002588006800409968,ensemble_step,,,,0.002588006800409968,,,
7,True,0.125,,,,,,,,0.0009593880546724214,ensemble_step,,,,0.0009593880546724214,,,
8,True,0.11111111111111108,,,,,,,,0.0004492236949901647,ensemble_step,,,,0.0004492236949901647,,,
9,False,0.10000000000000003,,,,,,,,0.0005725436527390763,ensemble_step,,,,0.0005725436527390763,,,
