step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.02084767087307207,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.005876774659618972,ensemble_final,nan,nan,nan,0.006332511339557506,0.004595938847343467,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.004558583812345973,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.02084767087307207,ensemble_step,,,,,,0.02084767087307207,,
1,False,0.375,,,,,,0.021009962751341066,ensemble_step,,,,,,0.021009962751341066,,
2,True,0.25,,,,,,0.017327381448317886,ensemble_step,,,,,,0.017327381448317886,,
3,True,0.1875,,,,,,0.008193421646350924,ensemble_step,,,,,,0.008193421646350924,,
4,False,0.15000000000000002,,,,,,0.008947373815507503,ensemble_step,,,,,,0.008947373815507503,,
5,True,0.12499999999999997,,,,,,0.008560789268488161,ensemble_step,,,,,,0.008560789268488161,,
6,True,0.10714285714285715,,,,,,0.006492439946379602,ensemble_step,,,,,,0.006492439946379602,,
7,False,0.09374999999999999,,,,,,0.006747035508730154,ensemble_step,,,,,,0.006747035508730154,,
8,True,0.08333333333333334,,,,,,0.006018494384459699,ensemble_step,,,,,,0.006018494384459699,,
9,True,0.075,,,,,,0.005876774659618972,ensemble_step,,,,,,0.005876774659618972,,
