step,accepted_by_metric,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,test_mmd,test_mmd_fcfw,training_loss,tvd,validity
-1,,1.0,,,,,,0.02048784688835828,baseline,,,,,,,,
-4,nan,,nan,nan,nan,nan,nan,0.010945469361978766,ensemble_final,nan,nan,nan,0.011812524598650564,0.007951670400446531,nan,nan,nan
-5,nan,,nan,nan,nan,nan,nan,0.00785477655374281,ensemble_fcfw,nan,nan,nan,nan,nan,nan,nan,nan
0,True,1.0,,,,,,0.02048784688835828,ensemble_step,,,,,,0.02048784688835828,,
1,True,0.125,,,,,,0.014473491260933169,ensemble_step,,,,,,0.014473491260933169,,
2,False,0.08333333333333333,,,,,,0.015509102386001006,ensemble_step,,,,,,0.015509102386001006,,
3,True,0.06250000000000001,,,,,,0.011372735911921145,ensemble_step,,,,,,0.011372735911921145,,
4,True,0.05,,,,,,0.010733089752445357,ensemble_step,,,,,,0.010733089752445357,,
5,False,0.04166666666666666,,,,,,0.010809892182566394,ensemble_step,,,,,,0.010809892182566394,,
6,False,0.03571428571428572,,,,,,0.011359744220775375,ensemble_step,,,,,,0.011359744220775375,,
7,True,0.03125,,,,,,0.010845871071736679,ensemble_step,,,,,,0.010845871071736679,,
8,False,0.027777777777777776,,,,,,0.011281924595573478,ensemble_step,,,,,,0.011281924595573478,,
9,True,0.025,,,,,,0.010945469361978766,ensemble_step,,,,,,0.010945469361978766,,
