step,alpha,corr_fro,coverage,f_score,jsd,kl,mmd,model_label,precision,recall,support_match,training_loss,tvd,validity
-1,1.0,,,,,,0.0333508006002558,baseline,,,,,,
-4,,nan,nan,nan,nan,nan,0.0041102033789011715,ensemble_final,nan,nan,nan,nan,nan,nan
-5,,nan,nan,nan,nan,nan,0.002313953868865379,ensemble_fcfw,nan,nan,nan,nan,nan,nan
0,1.0,,,,,,0.0333508006002558,ensemble_step,,,,0.0333508006002558,,
1,0.5,,,,,,0.03373443505897397,ensemble_step,,,,0.03373443505897397,,
2,0.3333333333333333,,,,,,0.025424971866870264,ensemble_step,,,,0.025424971866870264,,
3,0.25,,,,,,0.014392238263765143,ensemble_step,,,,0.014392238263765143,,
4,0.2,,,,,,0.011901266935225923,ensemble_step,,,,0.011901266935225923,,
5,0.16666666666666663,,,,,,0.011190162045477181,ensemble_step,,,,0.011190162045477181,,
6,0.14285714285714288,,,,,,0.007416152914730553,ensemble_step,,,,0.007416152914730553,,
7,0.125,,,,,,0.0042770514708350945,ensemble_step,,,,0.0042770514708350945,,
8,0.11111111111111108,,,,,,0.0041102033789011715,ensemble_step,,,,0.0041102033789011715,,
